file_name,transcription
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_300/031004_300.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_301/031004_301.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_302/031004_302.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_303/031004_303.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_304/031004_304.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_305/031004_305.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_306/031004_306.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_307/031004_307.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_308/031004_308.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_309/031004_309.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_31/031004_31.wav,bad pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_310/031004_310.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_311/031004_311.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_312/031004_312.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_313/031004_313.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_314/031004_314.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_315/031004_315.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_316/031004_316.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_317/031004_317.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_318/031004_318.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_319/031004_319.wav,what is that
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_32/031004_32.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_320/031004_320.wav,what is that
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_321/031004_321.wav,out
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_322/031004_322.wav,out
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_323/031004_323.wav,out
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_324/031004_324.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_325/031004_325.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_326/031004_326.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_327/031004_327.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_328/031004_328.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_329/031004_329.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_33/031004_33.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_330/031004_330.wav,yeah only three swords
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_331/031004_331.wav,oh a shark
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_332/031004_332.wav,a octopus
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_333/031004_333.wav,a shark
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_334/031004_334.wav,a shark
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_335/031004_335.wav,a octopus
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_336/031004_336.wav,a shark
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_337/031004_337.wav,shark
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_338/031004_338.wav,octopus
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_339/031004_339.wav,two birds
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_34/031004_34.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_340/031004_340.wav,two birds
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_341/031004_341.wav,two birds
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_342/031004_342.wav,yyy two trees two trees
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_343/031004_343.wav,two trees two trees
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_344/031004_344.wav,one two three four
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_345/031004_345.wav,yyy a beach
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_346/031004_346.wav,yyy yyy yyy a beach
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_347/031004_347.wav,water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_348/031004_348.wav,wheres water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_349/031004_349.wav,yyy mean
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_35/031004_35.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_350/031004_350.wav,yyy mean
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_351/031004_351.wav,those two is mean
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_352/031004_352.wav,clean up everybody do your share
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_353/031004_353.wav,in
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_354/031004_354.wav,in
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_355/031004_355.wav,in
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_356/031004_356.wav,in
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_357/031004_357.wav,in
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_358/031004_358.wav,in
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_359/031004_359.wav,raisins
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_36/031004_36.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_37/031004_37.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_38/031004_38.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_39/031004_39.wav,go up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_4/031004_4.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_40/031004_40.wav,right here
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_41/031004_41.wav,cake
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_42/031004_42.wav,yyy yyy mom i is hungry
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_43/031004_43.wav,okay
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_44/031004_44.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_45/031004_45.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_46/031004_46.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_47/031004_47.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_48/031004_48.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_49/031004_49.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_5/031004_5.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_50/031004_50.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_51/031004_51.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_52/031004_52.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_53/031004_53.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_54/031004_54.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_55/031004_55.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_56/031004_56.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_57/031004_57.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_58/031004_58.wav,yyy yyy know that
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_59/031004_59.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_6/031004_6.wav,okay
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_60/031004_60.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_61/031004_61.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_62/031004_62.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_63/031004_63.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_64/031004_64.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_65/031004_65.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_66/031004_66.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_67/031004_67.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_68/031004_68.wav,yyyo yyyo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_69/031004_69.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_7/031004_7.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_70/031004_70.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_71/031004_71.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_72/031004_72.wav,yeah yyy put this back
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_73/031004_73.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_74/031004_74.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_75/031004_75.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_76/031004_76.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_77/031004_77.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_78/031004_78.wav,mom whats that
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_79/031004_79.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_8/031004_8.wav,help
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_80/031004_80.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_81/031004_81.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_82/031004_82.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_83/031004_83.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_84/031004_84.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_85/031004_85.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_86/031004_86.wav,the piggies
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_87/031004_87.wav,oic
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_88/031004_88.wav,yyy carrots
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_89/031004_89.wav,yyy yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_9/031004_9.wav,up
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_90/031004_90.wav,yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_91/031004_91.wav,but who else eats carrots
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_92/031004_92.wav,bunnies
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_93/031004_93.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_94/031004_94.wav,sheep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_95/031004_95.wav,flowers
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_96/031004_96.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_97/031004_97.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_98/031004_98.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031004_99/031004_99.wav,baby
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_1/031011_1.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_10/031011_10.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_100/031011_100.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_101/031011_101.wav,five
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_102/031011_102.wav,five
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_103/031011_103.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_104/031011_104.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_105/031011_105.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_106/031011_106.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_107/031011_107.wav,one two neigh three neigh four neigh five
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_108/031011_108.wav,oink oink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_109/031011_109.wav,oink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_11/031011_11.wav,yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_110/031011_110.wav,one
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_111/031011_111.wav,oink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_112/031011_112.wav,oink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_113/031011_113.wav,woof woof
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_114/031011_114.wav,woof woof
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_115/031011_115.wav,i do like cats
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_116/031011_116.wav,i dont know but lots
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_117/031011_117.wav,meow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_118/031011_118.wav,meow meow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_119/031011_119.wav,yyy one two three meow yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_12/031011_12.wav,i want a yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_120/031011_120.wav,meow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_121/031011_121.wav,meow meow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_122/031011_122.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_123/031011_123.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_124/031011_124.wav,moo moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_125/031011_125.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_126/031011_126.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_127/031011_127.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_128/031011_128.wav,moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_129/031011_129.wav,oink oink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_13/031011_13.wav,bow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_130/031011_130.wav,oink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_131/031011_131.wav,oink
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_132/031011_132.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_133/031011_133.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_134/031011_134.wav,no the horse
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_135/031011_135.wav,neigh neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_136/031011_136.wav,moo baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_137/031011_137.wav,moo 0baa moo baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_138/031011_138.wav,moo baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_139/031011_139.wav,neigh
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_14/031011_14.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_140/031011_140.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_141/031011_141.wav,baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_142/031011_142.wav,moo baa
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_143/031011_143.wav,baa moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_144/031011_144.wav,baa moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_145/031011_145.wav,baa moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_146/031011_146.wav,baa moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_147/031011_147.wav,baa moo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_148/031011_148.wav,lion
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_149/031011_149.wav,lion
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_15/031011_15.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_150/031011_150.wav,lion
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_151/031011_151.wav,lion
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_152/031011_152.wav,i have no idea
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_153/031011_153.wav,tiger
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_154/031011_154.wav,tiger
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_155/031011_155.wav,what is this
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_156/031011_156.wav,yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_157/031011_157.wav,yyy yyy match
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_158/031011_158.wav,yeah it does
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_159/031011_159.wav,but one is orange yellow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_16/031011_16.wav,bow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_160/031011_160.wav,no this is orange and this is yellow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_161/031011_161.wav,what zoo
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_162/031011_162.wav,is us gonna eat these
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_163/031011_163.wav,the hat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_164/031011_164.wav,hat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_165/031011_165.wav,hat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_166/031011_166.wav,a girl
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_167/031011_167.wav,hat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_168/031011_168.wav,what about this guy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_169/031011_169.wav,okay
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_17/031011_17.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_170/031011_170.wav,how bout a zebra
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_171/031011_171.wav,no but i like zebras
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_172/031011_172.wav,hat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_173/031011_173.wav,trash
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_174/031011_174.wav,squirrel
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_175/031011_175.wav,how about this
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_176/031011_176.wav,nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_177/031011_177.wav,nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_178/031011_178.wav,hes in the water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_179/031011_179.wav,nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_18/031011_18.wav,bow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_180/031011_180.wav,a bus
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_181/031011_181.wav,yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_182/031011_182.wav,gonna be yyy yyy yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_183/031011_183.wav,peep peep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_184/031011_184.wav,a yellow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_185/031011_185.wav,peep
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_186/031011_186.wav,yyy yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_187/031011_187.wav,car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_188/031011_188.wav,car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_189/031011_189.wav,car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_19/031011_19.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_190/031011_190.wav,car
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_191/031011_191.wav,duck
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_192/031011_192.wav,duck
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_193/031011_193.wav,duck
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_194/031011_194.wav,balloon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_195/031011_195.wav,balloon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_196/031011_196.wav,balloon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_197/031011_197.wav,balloon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_198/031011_198.wav,red
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_199/031011_199.wav,a squirrel
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_2/031011_2.wav,boat
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_20/031011_20.wav,bow
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_200/031011_200.wav,nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_201/031011_201.wav,a nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_202/031011_202.wav,nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_203/031011_203.wav,another balloon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_204/031011_204.wav,balloon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_205/031011_205.wav,another squirrel go the water
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_206/031011_206.wav,yyy and it eating the balloon
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_207/031011_207.wav,a nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_208/031011_208.wav,a nut
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_209/031011_209.wav,and it smush the yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_21/031011_21.wav,bees
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_210/031011_210.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_211/031011_211.wav,yyy yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_212/031011_212.wav,pop
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_213/031011_213.wav,yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_214/031011_214.wav,boy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_215/031011_215.wav,and the lion going to eat him
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_216/031011_216.wav,yeah he is
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_217/031011_217.wav,yyy yyy yyy yyy
C:/Users/Yasiru/Downloads/wav2vec2 datasets/output arranged/train/031011_218/031011_218.wav,boy
